Nombre,Domicilio
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 10 ERNEST NEWMANN","AV 3 NO 293-62, EDUCACION, DELEGACION COYOACAN, MEXICO DF."
SECUNDARIA GENERAL - LEON FELIPE,"CALZ SAN BARTOLO NAUCALPAN Y RIO URUGUAY, ARGENTINA PONIENTE, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - JULIAN CARRILLO,"COLEGIO SALESIANO NO 69, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - XLIX LEGISLATURA,"RUFINA NO 52, TACUBAYA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - JOSE ARTURO PICHARDO,"CARR MEXICO TOLUCA KM 21.5, PUEBLO EL CONTADERO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PREESCOLAR GENERAL - NINOMACHTIA,"MARGARITAS S/N, LOMAS DE MEMETLA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PRIMARIA GENERAL - LIC. LAURO G. CALOCA,"JOSE JOAQUIN HERRERA S/N, MARTIN CARRERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - JUAN O'GORMAN,"SAN ISIDRO ALTO LERM 1300, COLONIA CORPUS CRISTI, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - MIGUEL HIDALGO,"NORTE 72 A NO 5837, FAJA DE ORO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - ADOLFO CIENFUEGOS Y CAMUS,"GOLFO DE CALIFORNIA NO 14, TACUBA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL CON SERVICIO DE INTERNADO - JERTRUDIS BOCANEGRA DE LAZO DE LA VEGA,"ADOLFO PRIETO 1128, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - TLACAELEL,"FCO DEL PASO Y TRONCOSO, CONJ URB POP PICOS DE IZTACALCO, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - ANA MARIA GALLAGA,"GREGORIO ALLEGRI, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
SECUNDARIA GENERAL - OTILIO EDUARDO MONTAÑO,"AV CONSTITUCION DE LA REPUBLICA Y NUEVO LEON, LA PROVIDENCIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. OCAMPO NABOR BOLAÑOS SOTO,"AV 1513 Y AV 414 A SECCION VI, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - GRAL. FELIPE BERRIOZABAL,"GRAL FELIPE BERRIOZABAL S/N, GRAL FELIPE BERRIOZABAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - AJUSCO,"CALLE DURAZNO Y PROLONGACION TIJERA, DOS DE OCTUBRE, DELEGACION TLAHUAC, MEXICO DF."
SECUNDARIA GENERAL - JESUS MASTACHE ROMAN,"ING JESUS GOMEZ GONZALEZ S/N, PRADO COAPA, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - KUKULKAN,"NORTE 94 A NO 8519, UNIDAD EL MILAGRO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - YEYETZI,"AV. CENTENARIO S/N, COLONIA HERON PROAL, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - ATENEA,"CANTERA S/N, TEPETONGO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - PRESIDENTES DE MEXICO,"ALEUTIANAS Y AV CEYLAN S/N, POTRERO DEL LLANO, DELEGACION AZCAPOTZALCO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 31,"PONIENTE 134 Y CALLE 17-A, LINDAVISTA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PALMATITLA,"DARIO FERNANDEZ NO 12, PALMATITLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PROFRA. EMMA GODOY,
PRIMARIA GENERAL - CLUB DE LEONES NUMERO 6,"PUERTO DE TAMPICO S/N Y COZUMEL, AMPLIACION CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - REPUBLICA DE BRASIL,"CALZADA CAMARONES NO 125, SAN MIGUEL AMANTLA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - JUAN DE DIOS RODRIGUEZ HEREDIA,"JARDINEROS S/N, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - EULALIA GUZMAN,"ROMAN ALVAREZ NO 40, SAN JUAN TLIHUACA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - D. I. F.,"PROLG XOCHICALCO S/N, PORTALES, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - CHULAVETE,"CAMPO MOLUCO NO 30, SAN ANTONIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - AMANECER,"TLAHUICAS S/N,TEZOZOMOC, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - PRESIDENTE JOHN F KENNEDY,"FRAY SERVANDO T DE MIER S/N, AERONAUTICA MILITAR, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 22 ANTON MAKARENKO","AZAFRAN S/N ENTRE BREA Y CHICLE, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - NARCISO BASSOLS,"PLAYA COPACABANA NO 169, MILITAR MARTE, DELEGACION IZTACALCO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE No. 1","LAGO BANGUEOLO NO  24-A PLANTA BAJA, GRANADA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - MARIA DE LA LUZ RIVERA DE YSUNZA,"CERRADA DE CAMELIA NO 9, GUERRERO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,"DR LAVISTA NO 61, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - ADOLFO RUIZ CORTINES,"BENITO JUAREZ NO 118, COLONIA BARRIO NORTE, DELEGACION ALVARO OBREGON, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 4,"VICENTE EGUIA NUM 31, TACUBAYA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - CELESTINO GOROSTIZA,"GERANIO NO 151 Y CALZ SAN SIMON, ATLAMPA, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - EZEQUIEL A. CHAVEZ,"MIRTO NO 11, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 63,"GUATEMALA NO. 64, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - LUCRECIA TORIZ,"AND PUENTE STA ANA NO 35, CUCHILLA GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - REPUBLICA DE CHILE,"5 DE MAYO NO 38, VILLA TEPEPAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - MANUEL BUENDIA,"AV SANTIAGO NO 2, CONJUNTO HABITACIONAL SANTIAGO, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - ALBERT SCHWEITZER,"CALLE 2 NO 44, CUCHILLA AGRICOLA PANTITLAN, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - TEPETENCHI,"AV. JUAREZ S/N, SANTA MARIA NATIVITAS, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - CENTAURO DEL NORTE,"PROL.ALDAMA Y CALLE LOS OLIVOS, EL MOLINO IATAPALAPA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. GAUDENCIO PERAZA,"AV.UNION DE COLONOS NO.6, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - JOSE PEON Y CONTRERAS,"AV 414-A Y AV 481, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. HUMBERTO ESPARZA VILLARREAL,"MARTIRES DE RIO BLANCO Y AV MEX, HUICHAPAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - MTRO. JOSE HELIODORO BRAVO,"AV 529 PLAZA 5, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - ARTEMIO DE VALLE ARIZPE,"FRANCISCO SARABIA S/N, SANTA MARTHA ACATITLA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFRA. ELISA ACUÐA Y ROSSETTI,"AV.CUAUHTEMOC NO.95, SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - LUIS G. MONZON,"AV.DEL ROSAL NO.6, LOS ANGELES, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - SURINAME,"ACCION SOCIAL NO.29, MIRASOLES, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. ANTONIO AUDIRAC Y ALFONSIN,"GRAL.ABELARDO L.RDGEZ.NO.31, PRESIDENTES DE MEXICO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - DR. LUIS CASTELAZO AYALA,"JOSE TRINIDAD SALGADO Y AV TEXCO, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - FERNANDO MONTES DE OCA,"RODOLFO USIGLI Y SUR 105-A S/N, SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - MURALISTA ALFREDO ZALCE,"BILBAO S/N, CERRO DE LA ESTRELLA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - TLAZOCIHUALPILLI,"FRANCISCO PRESA ESQ. ISIDRO TAPIA, SANTIAGO TULYEHUALCO, DELEGACION XOCHIMILCO, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 13 RABINDRANATH TAGORE","MORENA NO 215, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
ESCUELA SECUNDARIA TECNICA 14,"AV. COYOACAN Y ANGEL URRAZA, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - CARLOS A. CARRILLO,
SECUNDARIA TECNICA 27,"GERTRUDIS SANCHEZ NO. 33 Y CANDIDO NAVARRO, SAN JUAN TLIHUACA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - AMERICA LATINA,"BIOLOGO MAXIMINO MTNEZ Y NTE 53, OBRERO POPULAR, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - SOTERO PRIETO,"AV CENTRAL NO 39, PUEBLO SANTA CATARINA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - CARLOS ALVARADO LANG,"ANDADOR URANO S/N, COLONIA REACOMODO EL CUERNITO, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO MEDINA ASCENCIO,"MANUEL GONZALEZ NO 180, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - ESTADO DE LESOTHO,"GRAL.JUAN ENRIQUEZ NO.253'A', JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR - MOISES SAENZ,"AMADO NERVO NO 72, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - MELCHOR OCAMPO,"PEÑON NO 20, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO GINER DE LOS RIOS,"ISABEL LA CATOLICA NO 370, OBRERA, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - ADRIANA GARCIA CORRAL,"BELISARIO DOMINGUEZ NO 5, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - REVOLUCION,"NIÑOS HEROES NO 20, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - ANTONIO BALLESTEROS USANO,
PRIMARIA GENERAL - DRA. MARGARITA CHORNE Y SALAZAR,"ORIENTE 176 S/N Y EJE 1 NORTE, MOCTEZUMA 2A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO DE P. MIRANDA,"AV 4 Y CALLE 19 S/N, VALENTIN GOMEZ FARIAS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - TLAQUETZQUI,"CLAVELES S/N ENT CUAUHTEMOC, JARDINES SAN LORENZO TEZONCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - LIC. MARIANO OTERO,"GOBERNACION NO.19, PUEBLO CULHUACAN, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - MIXQUIC,"JOSEFA ORTIZ DE DOMINGUEZ NO 15, SAN ANDRES MIXQUIC, DELEGACION TLAHUAC, MEXICO DF."
SECUNDARIA GENERAL - ELISEO GARCIA ESCOBEDO,"5 DE FEBRERO NO 214, GUSTAVO A. MADERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - TOHUI,"AHUEJOTE ESQ.ESCUINAPA, PEDREGAL DE SANTO DOMINGO, DELEGACION COYOACAN, MEXICO DF."
TELESECUNDARIA 130,"CALLE DELICIAS S/N, TLALPEXCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PRESIDENTE JUAREZ,"CALLE 14 Y AV MONTE ALTO S/N, AMPL PROGRESO NACIONAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ANATOLE FRANCE,"SAUL Y MARTHA, GUADALUPE TEPEYAC, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL -  EDMUNDO O' GORMAN,"MERCEDES ABREGO S/N, UNIDAD SAN FCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ROSA HELIA GARCIA DELGADO,"AV SANTANA Y CANAL NACIONAL, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - TOMAS MIER GARCIA,"ANTIGUA TAXQUENA NO 139, BARRIO SAN LUCAS, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - JOSE MARIA DIAZ ORDAZ,"SAN RAUL Y SAN GABRIEL, SANTA URSULA COAPA, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - MARTIN LUIS GUZMAN,"COATL S/N, PEDREGAL DE SANTO DOMINGO, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - DAVID G. BERLANGA,"MELCHOR OCAMPO NO 91, TLAXPANA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - CONSTITUCION DE 1857,"PATRIOTISMO Y VIADUCTO MIGUEL ALEMAN, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 5,"LAGO ALBERTO NUM 431, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - GENERAL IGNACIO ZARAGOZA,"SUR 79 Y SUR 81, MERCED BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ITZAMNA,"RETORNO 5 DE LIC GENARO GARCIA S/N, JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - FILIPINAS,"RETORNO 9 DE G.GARCIA Y 10 DE NICOLAS L., JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
SECUNDARIA GENERAL - GUILLERMO PRIETO PRADILLO,"LADERA GRANDE CARR A STA CECILIA, PUEBLO SANTA CECILIA TEPETLAPA, DELEGACION XOCHIMILCO, MEXICO DF."
PREESCOLAR GENERAL - XOCHIPILOYA,"CALLEJON DE REFORMA Y REFORMA, PUEBLO SAN FCO TLALNEPANTLA,DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - MAESTRO ADOLFO VALLES,"AV JUAREZ NO 21, PUEBLO SAN ANDRES AHUAYUCAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - CHICOMOSTOC,"AV SAN JUANICO Y CIRIACO CRUZ, AMPL GABRIEL HERNANDEZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - JONAS EDWARD SALK,"ROMERO Y 5 DE FEBRERO, AMERICAS UNIDAS, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - CONCEPCION GONZALEZ NARANJO,"CALLE 5 Y CDA.DE JUAN DE LA LUZ ENRIQUEZ, CUCHILLA AGRICOLA PANTITLAN, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. Y LIC. GENARO V. VAZQUEZ QUIROZ,"CALLE 2 NO 97, PANTITLAN, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - RAFAEL MOLINA BETANCOURT,"GUILLERMO PRIETO S/N ESQ ANTONIO ESCUDERO, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - COSTA DE MARFIL,"CALLE 18 DE MARZO NO 15, HUICHAPAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - EULALIA GUZMAN BARRON,"ANGEL REYES S/N, COLONIA HERON PROAL, DELEGACION ALVARO OBREGON, MEXICO DF"
PRIMARIA GENERAL - MAESTRO JUSTO SIERRA,"KM 29 1/2 CARRETERA MEX TOLUCA, LA PILA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PRIMARIA GENERAL - PROFR. CARLOS B. MUNGUIA,"CENTRAL SUR Y ESFUERZO, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - ZACATENCO,"AV. ACUEDUCTO NO 807, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - EDUCACION PARA TODOS,"ARTURO CASTRO Y V FABREGAS, JORGE NEGRETE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 34","GRAL  JOSE MORAN NO  36, AMPLIACION DANIEL GARZA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - DEPORTE PARA TODOS,"FFCC CUERNAVACA S/N, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - PILTZIN CALLI,"LAGO MICHIGAN NO 34, LEGARIA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - DR. CONRADO MENENDEZ MENA,"LAS GRANJAS 10 B CARR MEX-TOL 15, LOMAS DE PALO ALTO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PREESCOLAR GENERAL - PORTUGAL,"MINA S/N, PUEBLO SAN MATEO TLALTENANGO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
PRIMARIA GENERAL - MARGARITA MAZA DE JUAREZ,"MARIA HERNANDEZ DE ZARCO NO 14, UNIDAD HAB BELISARIO DOMINGUEZ, DELEGACION TLALPAN, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 54,"CALLE DILIGENCIAS Y VIOLETA CARRETERA FEDERAL A CU, SAN PEDRO MARTIR, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - LAURA DOMINGUEZ AGUIRRE,"RUIZ CORTINEZ Y MIGUEL ALEMAN, BENITO JUAREZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PROFRA. I. GLORIA CARBAJAL,"RIO DE LOS REMEDIOS Y EJE CENTRAL, PROGRESO NACIONAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - ESPERANZA VELASCO ZULETA,"EJE 5 NORTE Y CAMPO BELLO S/N, SAN MARTIN XOCHINAHUAC, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - VICENTE LOMBARDO TOLEDANO,"M ALEMAN Y RUIZ CORTINES S/N, BENITO JUAREZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - ISABEL VARGAS URQUIDI,"CALLE DE RECIFE NO 523, LINDAVISTA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - PROFR. ANGEL SALAS,"ALLENDE NO 147, CLAVERIA, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - SOUMAYA DOMIT GEMAYEL,"MAYA Y AZT SECT C-B INFONAVIT, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - REPUBLICA DE EL SALVADOR,"NORTE 87 Y ASPIROS, SINDICATO MEXICANO DE ELECTRICISTAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - AZCAPOTZALCO,"PRIV LOS ANGELES S/N, PUEBLO SANTA BARBARA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - JUSTO SIERRA,"EMILIANO ZAPATA S/N, EJIDO SAN PEDRO XALPA, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA PARA TRABAJADORES - CUAUHTEMOC,"SERAPIO RENDON Y ALFONSO HERRERA, SAN RAFAEL, DELEGACION CUAUHTEMOC, MEXICO DF."
TELESECUNDARIA 111,"PASEO DE LA REFORMA NTE NUM 705, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - PABLO MORENO,"REP DE BOLIVIA NO 12, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - CRISTOBAL COLON,"CORREGIDORA NO 83, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - LEONARDO DA VINCI,"RETORNO 22 DE FRAY SERVANDO S/N, JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - LUIS CABRERA,"RAMON PRIDA NO 41, MAGDALENA MIXUCA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DEL BRASIL,"CALZ. MEXICO TACUBA NUM 75, UN HOGAR PARA NOSOTROS, DELEGACION MIGUEL HIDALGO, MEXICO DF.."
PREESCOLAR GENERAL - UNIDAD LEGARIA,"CALZADA LEGARIA NO 410, PENSIL, DELEGACION MIGUEL HIDALGO, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 80,"CALLE MUZIO CLEMENTE ESQ. ERNANI S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
ESCUELA SECUINDARIA TECNICA 117,"CARDENAL SN  ESQ PERDIZ, COLONIA AVE REAL, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - GENERAL ANTONIO ROSALES,"AV VASCO DE QUIROGA NO 1890, COLONIA PUEBLO SANTA FE, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - LUIS G LOZANO,"ORIENTE 127 Y NORTE 82 A, SAN PEDRO EL CHICO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - MOISES SAENZ,"RIVERA DE SAN COSME NO 61, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - RAFAEL RAMIREZ,"SAN ANTONIO ABAD NO 38, TRANSITO, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - JOSE REVUELTAS,"ESTADO DE VERACRUZ Y CAMINO DE LA VOLUNTAD, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - MAX PLANCK,"NORTE 72, ORIENTE 153-A Y NORTE 72-B, SALVADOR DIAZ MIRON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - BELISARIO DOMINGUEZ,"CALLE 1-A Y 28-A, SAN JOSE DE LA ESCALERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - QUETZALLI,"CALLE UNIDAD NACIONAL S/N, MIRASOLES, DELEGACION IZTAPALAPA, MEXICO DF."
TELESECUNDARIA 21,"AV 519 Y AV 517, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 31 JUANA DE ASBAJE","CARR AL AJUSCO NO 24, HEROES DE PADIERNA, DELEGACION TLAHUAC, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 39,"CALLE ALLENDE FRENTE AL 392, RINCONADA DE SAN FERNANDO, DELEGACION TLAHUAC, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 68,"PURISIMA S/N, COLONIA SAN BARTOLO AMEYALCO, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - JOSE AZUETA,"PARQUE NAL FUENTES BROTA NO 36, TLALPAN, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - PROFESORA DOLORES PASOS,"CALLE HIPERION S/N, SIDERAL, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - VALERIO TRUJANO,"RICARDO FLORES MAGON NO 175, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - PAPALOAPAN,"J.VILLAURRUTIA Y CALZADA LA VIGA, PAULINO NAVARRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - CHAPULTEPEC,"DOCTOR LUCIO NO 103-4 PISO, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
